iter	RMSE
1514	0.4843600032
1515	0.4843015006
1516	0.4842538126
1517	0.4841695462
1518	0.4841271189
1519	0.4840931604
1520	0.4840453343
1521	0.4839977799
1522	0.4839595874
1523	0.4839110344
1524	0.4837982957
1525	0.4837446113
1526	0.4836548816
1527	0.4836238812
1528	0.483597805
1529	0.4835547819
1530	0.4835103352
1531	0.483442776
1532	0.48339195
1533	0.483334849
1534	0.4832941132
1535	0.4832682556
1536	0.4832309228
1537	0.4832023661
1538	0.4831718109
1539	0.48313883
1540	0.4830971336
1541	0.4830441041
1542	0.4829976107
1543	0.482939269
1544	0.4828939558
1545	0.4828475206
1546	0.4828039719
1547	0.4827500558
1548	0.4826617053
1549	0.482612479
1550	0.4825833574
1551	0.4825626591
1552	0.482450326
1553	0.482414188
1554	0.4823887018
1555	0.4823489419
1556	0.4823131502
1557	0.4822857384
1558	0.4822538383
1559	0.4821884866
1560	0.4821409757
1561	0.4820958818
1562	0.4820604667
1563	0.4820195458
1564	0.4819920578
1565	0.4819323199
1566	0.4818860387
1567	0.481809059
1568	0.4817589843
1569	0.4817276808
1570	0.4816462862
1571	0.4816145879
1572	0.4815527144
1573	0.4815121868
1574	0.4814461795
1575	0.4813829529
1576	0.4812729912
1577	0.4811664496
1578	0.4811218408
1579	0.4810786332
1580	0.4810449565
1581	0.4809395247
1582	0.4809126836
1583	0.4808778703
1584	0.4808365294
1585	0.4808138952
1586	0.4807851863
1587	0.4807514311
1588	0.4807159508
1589	0.4806706308
1590	0.4806214864
1591	0.4805771821
1592	0.4804712318
1593	0.4804431299
1594	0.4804053504
1595	0.4803703563
1596	0.4803221972
1597	0.4802819246
1598	0.4802515186
1599	0.4801913273
1600	0.48016469
1601	0.4801195066
1602	0.4800796584
1603	0.479975451
1604	0.47992792
1605	0.4798761225
1606	0.4798410987
1607	0.4797865888
1608	0.4797625369
1609	0.4797120139
1610	0.4796733536
1611	0.4796341054
1612	0.4795923535
1613	0.4795510547
1614	0.4795284071
1615	0.4794769221
1616	0.4794352975
1617	0.4793329439
1618	0.4793031541
1619	0.4792454266
1620	0.4792069855
1621	0.4791669489
1622	0.4791237792
1623	0.4790728521
1624	0.479027594
1625	0.4790007565
1626	0.4789563568
1627	0.4789330701
1628	0.478890829
1629	0.4788503692
1630	0.4788105784
1631	0.4787490201
1632	0.4787036791
1633	0.4786689497
1634	0.47862825
1635	0.4786096557
1636	0.4785088748
1637	0.4784284729
1638	0.4783892323
1639	0.4782920199
1640	0.4782558693
1641	0.4782342891
1642	0.4781876788
1643	0.4781371333
1644	0.4780906409
1645	0.478044864
1646	0.4779924458
1647	0.4779511532
1648	0.4779089339
1649	0.4778598708
1650	0.4778162738
1651	0.4777537556
1652	0.4776568859
1653	0.4776319683
1654	0.4776055118
1655	0.4775791799
1656	0.4775268545
1657	0.4775058076
1658	0.4774108284
1659	0.4773382087
1660	0.4773107311
1661	0.4772871303
1662	0.4772650379
1663	0.4772230871
1664	0.4771643851
1665	0.4771073145
1666	0.47702391
1667	0.4769827685
1668	0.4769373121
1669	0.4769112826
1670	0.4768682482
1671	0.4768269374
1672	0.4767840948
1673	0.4767624516
1674	0.4767294563
1675	0.4767051134
1676	0.476660284
1677	0.4766403437
1678	0.476602617
1679	0.4765555304
1680	0.4764928662
1681	0.4764548307
1682	0.47641505
1683	0.4763578383
1684	0.4763329207
1685	0.47631141
1686	0.4762513032
1687	0.4761938421
1688	0.476153952
1689	0.4761067077
1690	0.4760847433
1691	0.4760472395
1692	0.4759907693
1693	0.4759498508
1694	0.475931753
1695	0.4758982626
1696	0.4758500491
1697	0.4758259859
1698	0.475781809
1699	0.4757381024
1700	0.4756953302
1701	0.4756495062
1702	0.4755938416
1703	0.4755731582
1704	0.475513809
1705	0.4754932005
1706	0.4754624179
1707	0.4754186227
1708	0.4753948395
1709	0.4753602119
1710	0.4753199055
1711	0.4752975378
1712	0.4752769998
1713	0.4752074958
1714	0.4751717556
1715	0.475121746
1716	0.4750750897
1717	0.4750470025
1718	0.4750096943
1719	0.4749532766
1720	0.4749133809
1721	0.4748915737
1722	0.4748338104
1723	0.4747813554
1724	0.4747041492
1725	0.4746084915
1726	0.4745817276
1727	0.4745608238
1728	0.4744823703
1729	0.4744479308
1730	0.4743930292
1731	0.474371548
1732	0.4743119382
1733	0.4742650493
1734	0.4742318377
1735	0.4741857901
1736	0.4741461375
1737	0.4741129433
1738	0.4740610717
1739	0.4740235682
1740	0.473977523
1741	0.4739567471
1742	0.4739154416
1743	0.473873292
1744	0.4738219514
1745	0.4737863001
1746	0.4737099922
1747	0.4736709024
1748	0.4736176577
1749	0.4735746009
1750	0.4735367754
1751	0.4734914108
1752	0.4734644231
1753	0.4734343082
1754	0.4733731767
1755	0.4733255041
1756	0.473279324
1757	0.4732357819
1758	0.4731661707
1759	0.4731068195
1760	0.4730692563
1761	0.4730188022
1762	0.472989662
1763	0.4729682693
1764	0.4729284838
1765	0.4728982604
1766	0.472819535
1767	0.4727313955
1768	0.4726814729
1769	0.4726613498
1770	0.4726174427
1771	0.4725668066
1772	0.4725406594
1773	0.4724956296
1774	0.4724489288
1775	0.4724292926
1776	0.4723905025
1777	0.4723470394
1778	0.4722890186
1779	0.4722301462
1780	0.4722109019
1781	0.4721721502
1782	0.4720986062
1783	0.4720536356
1784	0.4720137107
1785	0.4719700022
1786	0.4719377886
1787	0.4718994795
1788	0.4718590557
1789	0.4718236026
1790	0.4717863121
1791	0.4717509466
1792	0.4717293068
1793	0.4717069175
1794	0.4716579899
1795	0.4716260704
1796	0.4716016253
1797	0.4715637921
1798	0.4715076528
1799	0.4714438418
1800	0.4713893998
1801	0.4713473063
1802	0.4713284565
1803	0.4712616273
1804	0.4712251722
1805	0.4711842862
1806	0.4711659201
1807	0.471131423
1808	0.4710831408
1809	0.4710648591
1810	0.4710179126
1811	0.470978956
1812	0.4709550747
1813	0.4709128849
1814	0.4708695856
1815	0.4708315887
1816	0.4707924108
1817	0.4707537495
1818	0.4707040944
1819	0.4706549192
1820	0.4706175434
1821	0.4705785617
1822	0.4705360229
1823	0.4704859943
1824	0.4704492482
1825	0.4704042912
1826	0.4703683996
1827	0.4703344174
1828	0.4702822768
1829	0.4702338408
1830	0.4702113661
1831	0.4701895284
1832	0.4701644967
1833	0.4701170653
1834	0.4700729433
1835	0.4700234476
1836	0.4699927778
1837	0.4699391229
1838	0.4699148712
1839	0.4698968688
1840	0.4698551191
1841	0.4697936386
1842	0.4697513663
1843	0.4697047675
1844	0.4696665147
1845	0.4696193669
1846	0.4695881465
1847	0.4695487904
1848	0.4694996909
1849	0.4694772266
1850	0.4693921507
1851	0.4693725264
1852	0.4693315371
1853	0.469294746
1854	0.4692648978
1855	0.4692130955
1856	0.4691772286
1857	0.4691565677
1858	0.4691186873
1859	0.4690778903
1860	0.4690277026
1861	0.4689697157
1862	0.4689347411
1863	0.4688933811
1864	0.4688619579
1865	0.4687826564
1866	0.4687576713
1867	0.4687218438
1868	0.4686816695
1869	0.4686467525
1870	0.4686169232
1871	0.468582688
1872	0.4685455982
1873	0.468502896
1874	0.4684544765
1875	0.4684350242
1876	0.4683991067
1877	0.468364235
1878	0.4683289619
1879	0.4682899688
1880	0.4682649544
1881	0.4682303487
1882	0.4681808616
1883	0.4680989222
1884	0.4680621273
1885	0.4680219118
1886	0.4679753104
1887	0.4679426581
1888	0.4678948765
1889	0.4678435397
1890	0.4678115813
1891	0.4677747031
1892	0.4677430247
1893	0.4677135241
1894	0.4676845382
1895	0.4676326666
1896	0.4676005803
1897	0.467524607
1898	0.4674588024
1899	0.4674213071
1900	0.4674041103
1901	0.4673694069
1902	0.4673298352
1903	0.4672532819
1904	0.46720994
1905	0.4671729143
1906	0.4671349562
1907	0.4671029654
1908	0.4670276355
1909	0.4670068646
1910	0.4669714805
1911	0.4669545658
1912	0.4669230538
1913	0.4668865818
1914	0.4668549984
1915	0.4667861833
1916	0.4667091971
1917	0.4666335959
1918	0.4665987988
1919	0.466532212
1920	0.4665054148
1921	0.4664551497
1922	0.4664222719
1923	0.4663885198
1924	0.4663581999
1925	0.4663176995
1926	0.4662930705
1927	0.4662427644
1928	0.4662096636
1929	0.4661441705
1930	0.4661233323
1931	0.4660748864
1932	0.466041334
1933	0.4660242126
1934	0.4659762443
1935	0.465922063
1936	0.4658827136
1937	0.4658467421
1938	0.4657750964
1939	0.4657425873
1940	0.4657005904
1941	0.4656373427
1942	0.4655992651
1943	0.4655517338
1944	0.465517936
1945	0.4654752769
1946	0.4654063526
1947	0.4653724943
1948	0.4653356392
1949	0.465300632
1950	0.4652553435
1951	0.4652162753
1952	0.4651743296
1953	0.4651276774
1954	0.4650808954
1955	0.4650411015
1956	0.465012942
1957	0.4649881894
1958	0.464955787
1959	0.4649293712
1960	0.4648971948
1961	0.4648606372
1962	0.4647904227
1963	0.4647652721
1964	0.4647417414
1965	0.4647268048
1966	0.4646952535
1967	0.4646628074
1968	0.4646326594
1969	0.4645987949
1970	0.4645732833
1971	0.4645455843
1972	0.4644972106
1973	0.4644660428
1974	0.4644327915
1975	0.4643852409
1976	0.4643413274
1977	0.4643110375
1978	0.464280908
1979	0.464249162
1980	0.4642292032
1981	0.464186789
1982	0.464143885
1983	0.4641071585
1984	0.4640676973
1985	0.4640482553
1986	0.4639817939
1987	0.4639434047
1988	0.4639233767
1989	0.4638880406
1990	0.463856826
1991	0.4638186943
1992	0.4637857408
1993	0.4637159509
1994	0.4636716842
1995	0.4636269541
1996	0.46359698
1997	0.463570164
1998	0.4635521987
1999	0.4634844321
